,Nu,Mu,Alpha,Cost,Lambda
421,0.4,0.1,-49.0,0.6183025933725838,0.4000000000000002
422,0.4,0.1,-48.0,0.6319293196688285,0.4000000000000002
423,0.4,0.1,-47.0,0.6513834293879307,0.4000000000000002
424,0.4,0.1,-46.0,0.6751150343415246,0.4000000000000002
425,0.4,0.1,-45.0,0.7018769475573013,0.4000000000000002
426,0.4,0.1,-44.0,0.7306704604539315,0.4000000000000002
427,0.4,0.1,-43.0,0.7607005049187577,0.4000000000000002
428,0.4,0.1,-42.0,0.7913385965628382,0.4000000000000002
429,0.4,0.1,-41.0,0.8220922266364541,0.4000000000000002
430,0.4,0.1,-40.0,0.8525796038061609,0.4000000000000002
431,0.4,0.1,-39.0,0.8825088303203058,0.4000000000000002
432,0.4,0.1,-38.0,0.9116607561539348,0.4000000000000002
433,0.4,0.1,-37.0,0.9398748831193154,0.4000000000000002
434,0.4,0.1,-36.0,0.96703779785364,0.4000000000000002
435,0.4,0.1,-35.0,0.9930737017641084,0.4000000000000002
436,0.4,0.1,-34.0,1.0179366770342446,0.4000000000000002
437,0.4,0.1,-33.0,1.041604392303112,0.4000000000000002
438,0.4,0.1,-32.0,1.064072993641182,0.4000000000000002
439,0.4,0.1,-31.0,1.0853530029484562,0.4000000000000002
440,0.4,0.1,-30.0,1.1054659817610897,0.4000000000000002
441,0.4,0.1,-29.0,1.1244419094909717,0.4000000000000002
442,0.4,0.1,-28.0,1.1423171188370251,0.4000000000000002
443,0.4,0.1,-27.0,1.1591326385965708,0.4000000000000002
444,0.4,0.1,-26.0,1.1749329706033935,0.4000000000000002
445,0.4,0.1,-25.0,1.1897651998078829,0.4000000000000002
446,0.4,0.1,-24.0,1.2036783037498828,0.4000000000000002
447,0.4,0.1,-23.0,1.216722816556663,0.4000000000000002
448,0.4,0.1,-22.0,1.2289506735240483,0.4000000000000002
449,0.4,0.1,-21.0,1.2404152915885784,0.4000000000000002
450,0.4,0.1,-20.0,1.2511719670766677,0.4000000000000002
451,0.405,0.1,-60.0,1.8849207016827696,0.4263157894736844
452,0.405,0.1,-59.0,1.5409727226103649,0.4263157894736844
453,0.405,0.1,-58.0,1.2733467498899742,0.4263157894736844
454,0.405,0.1,-57.0,1.0678314532792386,0.4263157894736844
455,0.405,0.1,-56.0,0.9127188718884022,0.4263157894736844
456,0.405,0.1,-55.0,0.7983721534653986,0.4263157894736844
457,0.405,0.1,-54.0,0.7168674775474037,0.4263157894736844
458,0.405,0.1,-53.0,0.6616974334681295,0.4263157894736844
459,0.405,0.1,-52.0,0.6275253129338874,0.4263157894736844
460,0.405,0.1,-51.0,0.6099815869724009,0.4263157894736844
461,0.405,0.1,-50.0,0.6054953365841368,0.4263157894736844
462,0.405,0.1,-49.0,0.6111546464534432,0.4263157894736844
463,0.405,0.1,-48.0,0.6245910000510492,0.4263157894736844
464,0.405,0.1,-47.0,0.6438835639501479,0.4263157894736844
465,0.405,0.1,-46.0,0.667479956187636,0.4263157894736844
466,0.405,0.1,-45.0,0.6941306765841929,0.4263157894736844
467,0.405,0.1,-44.0,0.7228348610018802,0.4263157894736844
468,0.405,0.1,-43.0,0.7527954232585942,0.4263157894736844
469,0.405,0.1,-42.0,0.783381979666317,0.4263157894736844
470,0.405,0.1,-41.0,0.8141002275721677,0.4263157894736844
471,0.405,0.1,-40.0,0.8445666739077607,0.4263157894736844
472,0.405,0.1,-39.0,0.8744878034686884,0.4263157894736844
473,0.405,0.1,-38.0,0.9036429274936948,0.4263157894736844
474,0.405,0.1,-37.0,0.9318700847964272,0.4263157894736844
475,0.405,0.1,-36.0,0.9590544743028612,0.4263157894736844
476,0.405,0.1,-35.0,0.9851189858432088,0.4263157894736844
477,0.405,0.1,-34.0,1.0100164683353965,0.4263157894736844
478,0.405,0.1,-33.0,1.033723437597948,0.4263157894736844
479,0.405,0.1,-32.0,1.0562349690170556,0.4263157894736844
480,0.405,0.1,-31.0,1.0775605963938084,0.4263157894736844
481,0.405,0.1,-30.0,1.097720968864074,0.4263157894736844
482,0.405,0.1,-29.0,1.116745253283577,0.4263157894736844
483,0.405,0.1,-28.0,1.1346690078697232,0.4263157894736844
484,0.405,0.1,-27.0,1.1515325711611704,0.4263157894736844
485,0.405,0.1,-26.0,1.1673797995869524,0.4263157894736844
486,0.405,0.1,-25.0,1.1822571677669511,0.4263157894736844
487,0.405,0.1,-24.0,1.1962130611919262,0.4263157894736844
488,0.405,0.1,-23.0,1.2092974268116805,0.4263157894736844
489,0.405,0.1,-22.0,1.2215615629872771,0.4263157894736844
490,0.405,0.1,-21.0,1.233058239699634,0.4263157894736844
491,0.405,0.1,-20.0,1.2438420037109337,0.4263157894736844
492,0.41,0.1,-60.0,1.8827324192654444,0.45555555555555544
493,0.41,0.1,-59.0,1.5379515454609958,0.45555555555555544
494,0.41,0.1,-58.0,1.2695770053074484,0.45555555555555544
495,0.41,0.1,-57.0,1.0633904564716548,0.45555555555555544
496,0.41,0.1,-56.0,0.9076774854684896,0.45555555555555544
497,0.41,0.1,-55.0,0.7927953066160754,0.45555555555555544
498,0.41,0.1,-54.0,0.7108146481479656,0.45555555555555544
499,0.41,0.1,-53.0,0.6552230953346472,0.45555555555555544
500,0.41,0.1,-52.0,0.6206793497344857,0.45555555555555544
501,0.41,0.1,-51.0,0.6028096734304028,0.45555555555555544
502,0.41,0.1,-50.0,0.598039287519956,0.45555555555555544
503,0.41,0.1,-49.0,0.6034527339613142,0.45555555555555544
504,0.41,0.1,-48.0,0.6166782389220343,0.45555555555555544
505,0.41,0.1,-47.0,0.6357919665702011,0.45555555555555544
506,0.41,0.1,-46.0,0.6592387579207822,0.45555555555555544
507,0.41,0.1,-45.0,0.6857665334871714,0.45555555555555544
508,0.41,0.1,-44.0,0.7143720220367785,0.45555555555555544
509,0.41,0.1,-43.0,0.7442558802923589,0.45555555555555544
510,0.41,0.1,-42.0,0.7747855981699091,0.45555555555555544
511,0.41,0.1,-41.0,0.8054648618786185,0.45555555555555544
512,0.41,0.1,-40.0,0.8359082704932129,0.45555555555555544
513,0.41,0.1,-39.0,0.8658204961285246,0.45555555555555544
514,0.41,0.1,-38.0,0.8949791275909621,0.45555555555555544
515,0.41,0.1,-37.0,0.923220569607756,0.45555555555555544
516,0.41,0.1,-36.0,0.9504284760569232,0.45555555555555544
517,0.41,0.1,-35.0,0.9765242817053044,0.45555555555555544
518,0.41,0.1,-34.0,1.001459473953871,0.45555555555555544
519,0.41,0.1,-33.0,1.0252092979357756,0.45555555555555544
520,0.41,0.1,-32.0,1.047767674175227,0.45555555555555544
521,0.41,0.1,-31.0,1.0691430503439396,0.45555555555555544
522,0.41,0.1,-30.0,1.089355102370922,0.45555555555555544
523,0.41,0.1,-29.0,1.1084321086669997,0.45555555555555544
524,0.41,0.1,-28.0,1.1264088195149455,0.45555555555555544
525,0.41,0.1,-27.0,1.1433248351223064,0.45555555555555544
526,0.41,0.1,-26.0,1.1592233289358291,0.45555555555555544
527,0.41,0.1,-25.0,1.1741501304480202,0.45555555555555544
528,0.41,0.1,-24.0,1.1881529988028596,0.45555555555555544
529,0.41,0.1,-23.0,1.2012812519639668,0.45555555555555544
530,0.41,0.1,-22.0,1.2135855313829171,0.45555555555555544
531,0.41,0.1,-21.0,1.2251178993361738,0.45555555555555544
532,0.41,0.1,-20.0,1.2359321117832591,0.45555555555555544
533,0.415,0.1,-60.0,1.880557633390056,0.488235294117647
534,0.415,0.1,-59.0,1.5730966501023735,0.488235294117647
535,0.415,0.1,-58.0,1.265635666814691,0.488235294117647
536,0.415,0.1,-57.0,1.0586995210892411,0.488235294117647
537,0.415,0.1,-56.0,0.9023162025147838,0.488235294117647
538,0.415,0.1,-55.0,0.7868362697739171,0.488235294117647
539,0.415,0.1,-54.0,0.7175493354478778,0.488235294117647
540,0.415,0.1,-53.0,0.6482624011218385,0.488235294117647
541,0.415,0.1,-52.0,0.6133040135060731,0.488235294117647
542,0.415,0.1,-51.0,0.5950707349701296,0.488235294117647
543,0.415,0.1,-50.0,0.5899834717547146,0.488235294117647
544,0.415,0.1,-49.0,0.59512280512424,0.488235294117647
545,0.415,0.1,-48.0,0.6081133180043982,0.488235294117647
546,0.415,0.1,-47.0,0.6270278133400145,0.488235294117647
547,0.415,0.1,-46.0,0.650308019319927,0.488235294117647
548,0.415,0.1,-45.0,0.6766989606188499,0.488235294117647
549,0.415,0.1,-44.0,0.7051946595488147,0.488235294117647
550,0.415,0.1,-43.0,0.7349932306478641,0.488235294117647
551,0.415,0.1,-42.0,0.7654597662577548,0.488235294117647
552,0.415,0.1,-41.0,0.7960956824910767,0.488235294117647
553,0.415,0.1,-40.0,0.8265134260590634,0.488235294117647
554,0.415,0.1,-39.0,0.8564156249084759,0.488235294117647
555,0.415,0.1,-38.0,0.8855779291212986,0.488235294117647
556,0.415,0.1,-37.0,0.9138349090058608,0.488235294117647
557,0.415,0.1,-36.0,0.9410684897699972,0.488235294117647
558,0.415,0.1,-35.0,0.9671984861218677,0.488235294117647
559,0.415,0.1,-34.0,0.9921748770038262,0.488235294117647
560,0.415,0.1,-33.0,1.0159715125448672,0.488235294117647
561,0.415,0.1,-32.0,1.0385810351838671,0.488235294117647
562,0.415,0.1,-31.0,1.060010725286524,0.488235294117647
563,0.415,0.1,-30.0,1.0802792024876495,0.488235294117647
564,0.415,0.1,-29.0,1.0994137910058808,0.488235294117647
565,0.415,0.1,-28.0,1.1174483774335529,0.488235294117647
566,0.415,0.1,-27.0,1.1344217758751716,0.488235294117647
567,0.415,0.1,-26.0,1.150376433934352,0.488235294117647
568,0.415,0.1,-25.0,1.1653574951388344,0.488235294117647
569,0.415,0.1,-24.0,1.1794120517501157,0.488235294117647
570,0.415,0.1,-23.0,1.1925887497014245,0.488235294117647
571,0.415,0.1,-22.0,1.2049375273087255,0.488235294117647
572,0.415,0.1,-21.0,1.2165096882210775,0.488235294117647
573,0.415,0.1,-20.0,1.2273581415671295,0.488235294117647
574,0.42,0.1,-60.0,1.878429020465804,0.5249999999999999
575,0.42,0.1,-59.0,1.5316712953919724,0.5249999999999999
576,0.42,0.1,-58.0,1.261520568389676,0.5249999999999999
577,0.42,0.1,-57.0,1.0537417115610048,0.5249999999999999
578,0.42,0.1,-56.0,0.8966048837269759,0.5249999999999999
579,0.42,0.1,-55.0,0.7804531323386094,0.5249999999999999
580,0.42,0.1,-54.0,0.6973441882981509,0.5249999999999999
581,0.42,0.1,-53.0,0.6407537223667823,0.5249999999999999
582,0.42,0.1,-52.0,0.6053295197032048,0.5249999999999999
583,0.42,0.1,-51.0,0.586687840881525,0.5249999999999999
584,0.42,0.1,-50.0,0.581244737717464,0.5249999999999999
585,0.42,0.1,-49.0,0.5860763340007956,0.5249999999999999
586,0.42,0.1,-48.0,0.598803109331863,0.5249999999999999
587,0.42,0.1,-47.0,0.6174940764627858,0.5249999999999999
588,0.42,0.1,-46.0,0.6405874480449298,0.5249999999999999
589,0.42,0.1,-45.0,0.6668249727492944,0.5249999999999999
590,0.42,0.1,-44.0,0.6951976051706804,0.5249999999999999
591,0.42,0.1,-43.0,0.7249005747164358,0.5249999999999999
592,0.42,0.1,-42.0,0.7552962487803999,0.5249999999999999
593,0.42,0.1,-41.0,0.7858834633348039,0.5249999999999999
594,0.42,0.1,-40.0,0.8162722183765654,0.5249999999999999
595,0.42,0.1,-39.0,0.8461628219913427,0.5249999999999999
596,0.42,0.1,-38.0,0.8753287287774936,0.5249999999999999
597,0.42,0.1,-37.0,0.903602438584624,0.5249999999999999
598,0.42,0.1,-36.0,0.9308639336457296,0.5249999999999999
599,0.42,0.1,-35.0,0.9570312168909808,0.5249999999999999
600,0.42,0.1,-34.0,0.982052589929756,0.5249999999999999
601,0.42,0.1,-33.0,1.0059003619129259,0.5249999999999999
602,0.42,0.1,-32.0,1.0285657709020712,0.5249999999999999
603,0.42,0.1,-31.0,1.050054825853105,0.5249999999999999
604,0.42,0.1,-30.0,1.0703850014837777,0.5249999999999999
605,0.42,0.1,-29.0,1.08958259392116,0.5249999999999999
606,0.42,0.1,-28.0,1.1076805635829492,0.5249999999999999
607,0.42,0.1,-27.0,1.1247168815096855,0.5249999999999999
608,0.42,0.1,-26.0,1.1407332255799665,0.5249999999999999
609,0.42,0.1,-25.0,1.1557739983909856,0.5249999999999999
610,0.42,0.1,-24.0,1.1698855778260768,0.5249999999999999
611,0.42,0.1,-23.0,1.1831158854342108,0.5249999999999999
612,0.42,0.1,-22.0,1.1955140996236002,0.5249999999999999
613,0.42,0.1,-21.0,1.2071307039494483,0.5249999999999999
614,0.42,0.1,-20.0,1.2180176942088898,0.5249999999999999
615,0.425,0.1,-60.0,1.8763937209513089,0.5666666666666667
616,0.425,0.1,-59.0,1.5284503797661717,0.5666666666666667
617,0.425,0.1,-58.0,1.257234625248468,0.5666666666666667
618,0.425,0.1,-57.0,1.0485011878973027,0.5666666666666667
619,0.425,0.1,-56.0,0.8905109184007753,0.5666666666666667
620,0.425,0.1,-55.0,0.7735983292334007,0.5666666666666667
621,0.425,0.1,-54.0,0.6898133322319296,0.5666666666666667
622,0.425,0.1,-53.0,0.6326244395935426,0.5666666666666667
623,0.425,0.1,-52.0,0.5966728837396301,0.5666666666666667
624,0.425,0.1,-51.0,0.5775689245702722,0.5666666666666667
625,0.425,0.1,-50.0,0.5717231120584978,0.5666666666666667
626,0.425,0.1,-49.0,0.5762065149055738,0.5666666666666667
627,0.425,0.1,-48.0,0.5886349541441002,0.5666666666666667
628,0.425,0.1,-47.0,0.6070731330204348,0.5666666666666667
629,0.425,0.1,-46.0,0.6299552595813417,0.5666666666666667
630,0.425,0.1,-45.0,0.656019343575654,0.5666666666666667
631,0.425,0.1,-44.0,0.6842528322037392,0.5666666666666667
632,0.425,0.1,-43.0,0.713847650767494,0.5666666666666667
633,0.425,0.1,-42.0,0.7441630439241157,0.5666666666666667
634,0.425,0.1,-41.0,0.7746948902032231,0.5666666666666667
635,0.425,0.1,-40.0,0.8050503875572318,0.5666666666666667
636,0.425,0.1,-39.0,0.8349271924089061,0.5666666666666667
637,0.425,0.1,-38.0,0.8640962570741776,0.5666666666666667
638,0.425,0.1,-37.0,0.8923877312102451,0.5666666666666667
639,0.425,0.1,-36.0,0.9196794019294688,0.5666666666666667
640,0.425,0.1,-35.0,0.9458872369653776,0.5666666666666667
641,0.425,0.1,-34.0,0.9709576654862174,0.5666666666666667
642,0.425,0.1,-33.0,0.994861288066978,0.5666666666666667
643,0.425,0.1,-32.0,1.017587796241053,0.5666666666666667
644,0.425,0.1,-31.0,1.0391418083229604,0.5666666666666667
645,0.425,0.1,-30.0,1.0595395545272972,0.5666666666666667
646,0.425,0.1,-29.0,1.0788062191581531,0.5666666666666667
647,0.425,0.1,-28.0,1.0969737642238038,0.5666666666666667
648,0.425,0.1,-27.0,1.1140792558781942,0.5666666666666667
649,0.425,0.1,-26.0,1.1301635352824038,0.5666666666666667
650,0.425,0.1,-25.0,1.1452702111540904,0.5666666666666667
651,0.425,0.1,-24.0,1.1594448832650197,0.5666666666666667
652,0.425,0.1,-23.0,1.1727346832140582,0.5666666666666667
653,0.425,0.1,-22.0,1.1851879595722912,0.5666666666666667
654,0.425,0.1,-21.0,1.1968543008058177,0.5666666666666667
655,0.425,0.1,-20.0,1.2077847097672612,0.5666666666666667
656,0.43,0.1,-60.0,1.87452011582674,0.6142857142857143
657,0.43,0.1,-59.0,1.5252219030065393,0.6142857142857143
658,0.43,0.1,-58.0,1.2527892144261077,0.6142857142857143
659,0.43,0.1,-57.0,1.0429651427576423,0.6142857142857143
660,0.43,0.1,-56.0,0.8839998687851779,0.6142857142857143
661,0.43,0.1,-55.0,0.7662181317358131,0.6142857142857143
662,0.43,0.1,-54.0,0.6816608989543703,0.6142857142857143
663,0.43,0.1,-53.0,0.6237884996767579,0.6142857142857143
664,0.43,0.1,-52.0,0.5872346794828128,0.6142857142857143
665,0.43,0.1,-51.0,0.5676028421843071,0.6142857142857143
666,0.43,0.1,-50.0,0.5612972487047805,0.6142857142857143
667,0.43,0.1,-49.0,0.5653831838325164,0.6142857142857143
668,0.43,0.1,-48.0,0.5774711305236652,0.6142857142857143
669,0.43,0.1,-47.0,0.5956208445748745,0.6142857142857143
670,0.43,0.1,-46.0,0.6182619271734238,0.6142857142857143
671,0.43,0.1,-45.0,0.6441280778336732,0.6142857142857143
672,0.43,0.1,-44.0,0.6722026930757169,0.6142857142857143
673,0.43,0.1,-43.0,0.7016738769761637,0.6142857142857143
674,0.43,0.1,-42.0,0.7318972614169422,0.6142857142857143
675,0.43,0.1,-41.0,0.7623653047254106,0.6142857142857143
676,0.43,0.1,-40.0,0.7926819682900774,0.6142857142857143
677,0.43,0.1,-39.0,0.8225418549737208,0.6142857142857143
678,0.43,0.1,-38.0,0.8517130455585948,0.6142857142857143
679,0.43,0.1,-37.0,0.8800230049322549,0.6142857142857143
680,0.43,0.1,-36.0,0.9073470271045944,0.6142857142857143
681,0.43,0.1,-35.0,0.9335987825750208,0.6142857142857143
682,0.43,0.1,-34.0,0.9587225957427092,0.6142857142857143
683,0.43,0.1,-33.0,0.9826871823993448,0.6142857142857143
684,0.43,0.1,-32.0,1.0054805076998938,0.6142857142857143
685,0.43,0.1,-31.0,1.0271056688069855,0.6142857142857143
686,0.43,0.1,-30.0,1.047577537210666,0.6142857142857143
687,0.43,0.1,-29.0,1.066920088609418,0.6142857142857143
688,0.43,0.1,-28.0,1.0851642018703536,0.6142857142857143
689,0.43,0.1,-27.0,1.1023459606517367,0.6142857142857143
690,0.43,0.1,-26.0,1.1185052949792584,0.6142857142857143
691,0.43,0.1,-25.0,1.1336849444097357,0.6142857142857143
692,0.43,0.1,-24.0,1.1479296527353533,0.6142857142857143
693,0.43,0.1,-23.0,1.161285678437774,0.6142857142857143
694,0.43,0.1,-22.0,1.1738004606774215,0.6142857142857143
695,0.43,0.1,-21.0,1.1855225780115295,0.6142857142857143
696,0.43,0.1,-20.0,1.196501967780312,0.6142857142857143
697,0.435,0.1,-60.0,1.8729083448111048,0.6692307692307693
698,0.435,0.1,-59.0,1.522046624209465,0.6692307692307693
699,0.435,0.1,-58.0,1.248209707944422,0.6692307692307693
700,0.435,0.1,-57.0,1.0371272145465504,0.6692307692307693
701,0.435,0.1,-56.0,0.8770369855250011,0.6692307692307693
702,0.435,0.1,-55.0,0.7582524704775474,0.6692307692307693
703,0.435,0.1,-54.0,0.6728043133901468,0.6692307692307693
704,0.435,0.1,-53.0,0.6141434052368338,0.6692307692307693
705,0.435,0.1,-52.0,0.5768948576506367,0.6692307692307693
706,0.435,0.1,-51.0,0.5566541654581688,0.6692307692307693
707,0.435,0.1,-50.0,0.5498183288605961,0.6692307692307693
708,0.435,0.1,-49.0,0.5534459453215008,0.6692307692307693
709,0.435,0.1,-48.0,0.5651413143149636,0.6692307692307693
710,0.435,0.1,-47.0,0.5829584479662252,0.6692307692307693
711,0.435,0.1,-46.0,0.6053215867812062,0.6692307692307693
712,0.435,0.1,-45.0,0.6309594037508591,0.6692307692307693
713,0.435,0.1,-44.0,0.6588505634708106,0.6692307692307693
714,0.435,0.1,-43.0,0.6881787022740206,0.6692307692307693
715,0.435,0.1,-42.0,0.7182952273865647,0.6692307692307693
716,0.435,0.1,-41.0,0.7486886019647269,0.6692307692307693
717,0.435,0.1,-40.0,0.7789590164668386,0.6692307692307693
718,0.435,0.1,-39.0,0.8087975266932325,0.6692307692307693
719,0.435,0.1,-38.0,0.8379688935895797,0.6692307692307693
720,0.435,0.1,-37.0,0.866297495335168,0.6692307692307693
721,0.435,0.1,-36.0,0.8936557773102664,0.6692307692307693
722,0.435,0.1,-35.0,0.9199548035316454,0.6692307692307693
723,0.435,0.1,-34.0,0.9451365335696076,0.6692307692307693
724,0.435,0.1,-33.0,0.9691675578433464,0.6692307692307693
725,0.435,0.1,-32.0,0.9920339425645656,0.6692307692307693
726,0.435,0.1,-31.0,1.0137371006018243,0.6692307692307693
727,0.435,0.1,-30.0,1.0342904116237552,0.6692307692307693
728,0.435,0.1,-29.0,1.0537165285956651,0.6692307692307693
729,0.435,0.1,-28.0,1.0720451419008403,0.6692307692307693
730,0.435,0.1,-27.0,1.0893112585610492,0.6692307692307693
731,0.435,0.1,-26.0,1.1055538014170745,0.6692307692307693
732,0.435,0.1,-25.0,1.1208145438615766,0.6692307692307693
733,0.435,0.1,-24.0,1.1351372726080775,0.6692307692307693
734,0.435,0.1,-23.0,1.1485672666732372,0.6692307692307693
735,0.435,0.1,-22.0,1.1611509385626972,0.6692307692307693
736,0.435,0.1,-21.0,1.1729357656011137,0.6692307692307693
737,0.435,0.1,-20.0,1.1839704843739978,0.6692307692307693
738,0.44,0.1,-60.0,1.8717070554115245,0.7333333333333334
739,0.44,0.1,-59.0,1.5190205022632242,0.7333333333333334
740,0.44,0.1,-58.0,1.2435447064581835,0.7333333333333334
741,0.44,0.1,-57.0,1.0309935266062995,0.7333333333333334
742,0.44,0.1,-56.0,0.8695903890895459,0.7333333333333334
743,0.44,0.1,-55.0,0.749635568329341,0.7333333333333334
744,0.44,0.1,-54.0,0.6631476702011507,0.7333333333333334
745,0.44,0.1,-53.0,0.6035665836304807,0.7333333333333334
746,0.44,0.1,-52.0,0.5655073542122779,0.7333333333333334
747,0.44,0.1,-51.0,0.544556249589465,0.7333333333333334
748,0.44,0.1,-50.0,0.5371017868303046,0.7333333333333334
749,0.44,0.1,-49.0,0.5401947355627325,0.7333333333333334
750,0.44,0.1,-48.0,0.5514321401006206,0.7333333333333334
751,0.44,0.1,-47.0,0.5688612561026529,0.7333333333333334
752,0.44,0.1,-46.0,0.5909000022621661,0.7333333333333334
753,0.44,0.1,-45.0,0.6162711115013265,0.7333333333333334
754,0.44,0.1,-44.0,0.6439476486546726,0.7333333333333334
755,0.44,0.1,-43.0,0.6731079607423128,0.7333333333333334
756,0.44,0.1,-42.0,0.7030984558247132,0.7333333333333334
757,0.44,0.1,-41.0,0.7334028804425681,0.7333333333333334
758,0.44,0.1,-40.0,0.7636169863076909,0.7333333333333334
759,0.44,0.1,-39.0,0.7934276714710867,0.7333333333333334
760,0.44,0.1,-38.0,0.8225958287320324,0.7333333333333334
761,0.44,0.1,-37.0,0.8509422605695534,0.7333333333333334
762,0.44,0.1,-36.0,0.8783361369156992,0.7333333333333334
763,0.44,0.1,-35.0,0.9046855466860768,0.7333333333333334
764,0.44,0.1,-34.0,0.9299297714027084,0.7333333333333334
765,0.44,0.1,-33.0,0.9540330111371124,0.7333333333333334
766,0.44,0.1,-32.0,0.976979212503278,0.7333333333333334
767,0.44,0.1,-31.0,0.9987679174646004,0.7333333333333334
768,0.44,0.1,-30.0,1.0194108541666782,0.7333333333333334
769,0.44,0.1,-29.0,1.0389292104987675,0.7333333333333334
770,0.44,0.1,-28.0,1.0573513615018408,0.7333333333333334
771,0.44,0.1,-27.0,1.074711111919041,0.7333333333333334
772,0.44,0.1,-26.0,1.0910462532522416,0.7333333333333334
773,0.44,0.1,-25.0,1.10639746072249,0.7333333333333334
774,0.44,0.1,-24.0,1.1208074324854984,0.7333333333333334
775,0.44,0.1,-23.0,1.1343203309940515,0.7333333333333334
776,0.44,0.1,-22.0,1.1469814025415743,0.7333333333333334
777,0.44,0.1,-21.0,1.158836884990673,0.7333333333333334
778,0.44,0.1,-20.0,1.1699341792516469,0.7333333333333334
779,0.445,0.1,-60.0,1.8711408755616308,0.8090909090909093
780,0.445,0.1,-59.0,1.5162960229550948,0.8090909090909093
781,0.445,0.1,-58.0,1.2388818378073916,0.8090909090909093
782,0.445,0.1,-57.0,1.0245935257453989,0.8090909090909093
783,0.445,0.1,-56.0,0.8616374719953667,0.8090909090909093
784,0.445,0.1,-55.0,0.7402983901345991,0.8090909090909093
